Movie_Name,URL,Director,Producer,Writer,Casting,Music By,Budget,Box Office
Aligarh,https://wikipedia.org/wiki/Aligarh_(film),Hansal Mehta,Sunil LullaShailesh R SinghSandip Ssingh,Apurva Asrani,Manoj BajpayeeRajkummar RaoAshish Vidyarthi,Karan Kulkarni,₹11 crore,₹4.27 crore
Saathiya,https://wikipedia.org/wiki/Saathiya,,,,,,,
Murder 2,https://wikipedia.org/wiki/Murder_2,Mohit Suri,Mukesh Bhatt,Shagufta Rafiq,Emraan HashmiJacqueline Fernandez,Songs:  MithoonHarshit SaxenaSangeet-SiddharthBackground score: Raju Singh,₹13 crore (equivalent to ₹27 crore or US$3.2 million in 2023)[2],₹67.84 crore (equivalent to ₹140 crore or US$17 million in 2023)[3]
Hum Do Hamare Do,https://wikipedia.org/wiki/Hum_Do_Hamare_Do,Abhishek Jain,Dinesh Vijan,Prashant Jha,Rajkummar RaoKriti SanonParesh RawalRatna Pathak Shah,Sachin–Jigar,,
Baar Baar Dekho,https://wikipedia.org/wiki/Baar_Baar_Dekho,Nitya Mehra,Hiroo Yash JoharKaran JoharRitesh SidhwaniFarhan Akhtar,,Katrina KaifSidharth Malhotra,Score:Sameer UddinSongs:Amaal MallikArko Pravo MukherjeeBadshahBilal SaeedJasleen RoyalPrem Hardeep,₹53 crore,₹62.670 crore[2]
Dhol,https://wikipedia.org/wiki/Dhol_(film),Priyadarshan,Shailendra SinghSarita Patil Satish Kaushik[1],Manisha Korde,Tusshar KapoorSharman JoshiKunal KhemuRajpal YadavTanushree DuttaArbaaz KhanOm PuriMurali SharmaTiku TalsaniaAsrani,Songs:PritamScore:Gopi Sunder,₹14 crore[2],₹23.27 crore[2]
Hum Tumhare Hain Sanam,https://wikipedia.org/wiki/Hum_Tumhare_Hain_Sanam,K. S. Adhiyaman,K. C. Bokadia,"K. S. Adhiyaman,Reema Rakesh Nath (dialogues)",Salman KhanShah Rukh KhanMadhuri Dixit,Songs:  Nadeem-Shravan  Daboo Malik  Bappi Lahiri  Nikhil-Vinay  Bali Brahmbhatt  Sajid-Wajid  Background Score:  Uttam Singh,₹12 crore[1],₹34.76 crore[1]
Qala,https://wikipedia.org/wiki/Qala_(film),Anvita Dutt,"Karnesh Sharma
Anushka Sharma",Anvita Dutt,"Tripti Dimri
Swastika Mukherjee
Babil Khan",Songs:Amit TrivediSagar DesaiBackground Score:Sagar Desai,,
Mission Kashmir,https://wikipedia.org/wiki/Mission_Kashmir,Vidhu Vinod Chopra,Vidhu Vinod Chopra,Vikram ChandraVidhu Vinod ChopraSuketu Mehta,Sanjay DuttHrithik RoshanPreity ZintaSonali KulkarniJackie Shroff,Ehsaan NooraniShankar MahadevanLoy Mendonsa,₹120 million[1],₹433 million[2]
Stanley Ka Dabba,https://wikipedia.org/wiki/Stanley_Ka_Dabba,Amole Gupte,Amole Gupte,,Divya DuttaPartho GupteDivya JagdaleRaj ZutshiAmole Gupte,Hitesh Sonik  Amole Gupte,₹4.5 crore,₹7.63 crore
Once Upon a Time in Mumbai Dobaara!,https://wikipedia.org/wiki/Once_Upon_a_Time_in_Mumbai_Dobaara!,Milan Luthria,Ekta KapoorShobha Kapoor,Rajat Arora,"Akshay Kumar
Imran Khan
Sonakshi Sinha",Songs:PritamAnupam AmodLaxmikant–PyarelalBackground Score:Sandeep Shirodkar,₹85 crore[3],₹91.7 crore[4]
Padosan,https://wikipedia.org/wiki/Padosan,Jyoti Swaroop,MehmoodN. C. Sippy,Rajinder Krishan,Sunil DuttSaira BanuMehmoodKishore KumarOm Prakash,R. D. Burman,,
Shootout at Wadala,https://wikipedia.org/wiki/Shootout_at_Wadala,Sanjay Gupta,Sanjay GuptaAnuradha GuptaEkta KapoorShobha Kapoor,,Anil KapoorJohn AbrahamManoj BajpayeeTusshar KapoorKangana RanautSonu SoodRonit RoyMahesh Manjrekar,Songs:Anu MalikMustafa ZahidAnand Raj AnandMeet Bros AnjaanBackground score:Amar Mohile,₹65 crore[2],₹82 crore[3][2]
Kambakkht Ishq,https://wikipedia.org/wiki/Kambakkht_Ishq,Sabbir Khan,Sajid Nadiadwala,Kiran KotrialAnvita Dutt GuptanIshita MohitraSabbir Khan,Akshay KumarKareena KapoorAftab ShivdasaniAmrita AroraJaved Jaffrey Kirron Kher,Songs:Anu MalikBonus Track and Background Score:Salim–SulaimanGuest Composers:RDB,₹310 million[2],est.₹840 million
102 Not Out,https://wikipedia.org/wiki/102_Not_Out,Umesh Shukla[1],SPE Films India,Saumya Joshi,Amitabh BachchanRishi KapoorJimit Trivedi,Score:  George JosephSongs:Salim–SulaimanAmitabh BachchanRohan-Vinayak,₹35 crore[3],est. ₹106.67 crore[4][5]
Saajan,https://wikipedia.org/wiki/Saajan_(1991_film),Lawrence D'Souza,Sudhakar Bokade,Reema Rakesh Nath,Sanjay DuttMadhuri DixitSalman KhanReema LagooKader Khan,Nadeem-ShravanSameer (lyrics),,₹18 crore (US$7.93 million)[1]
Dedh Ishqiya,https://wikipedia.org/wiki/Dedh_Ishqiya,Abhishek Chaubey,Raman MarooVishal Bhardwaj,,Naseeruddin ShahMadhuri DixitArshad WarsiHuma Qureshi,Songs:Vishal BhardwajBackground Score:Clinton Cerejo,₹ 370 million[3],₹ 408 million[3]
Naam Shabana,https://wikipedia.org/wiki/Naam_Shabana,Shivam Nair,Shital BhatiaAruna Bhatia,Neeraj Pandey,Prithviraj SukumaranTaapsee PannuManoj Bajpayee,Songs:Rochak KohliMeet BrosBackground Score:Sanjoy Chowdhury,₹25 crore[2],₹60 crore[3]
ABCD (Any Body Can Dance),https://wikipedia.org/wiki/ABCD_(film),Saravana Subbaiya,R Saravanan,Saravana Subbaiya,ShaamNandanaSnehaAparna,D Imman,,
Deewana,https://wikipedia.org/wiki/Deewana_(1992_film),Raj Kanwar,"Guddu Dhanoa
Lalit Kapoor
Raju Kothari",,"Rishi Kapoor
Divya Bharti
Shah Rukh Khan
Amrish Puri",Nadeem-Shravan,,₹180 million (equivalent to ₹1.4 billion or US$17 million in 2023)[2]
Uunchai,https://wikipedia.org/wiki/Uunchai,Sooraj R. Barjatya,Kamal Kumar BarjatyaMahaveer JainLate Rajkumar BarjatyaNatasha Malpani OswalAjit Kumar Barjatya,Abhishek Dixit,"Amitabh Bachchan
Anupam Kher
Boman Irani
Danny Denzongpa
Parineeti Chopra
Neena Gupta
Sarika",Score:George JosephSongs:Amit Trivedi,,est. ₹48.99 crore[3]
Sarfira,https://wikipedia.org/wiki/Sarfira,Sudha Kongara,Aruna BhatiaVikram MalhotraJyothikaSuriya,,"Akshay Kumar
Paresh Rawal
Radhika Madan",G. V. Prakash Kumar,"₹80
crore[2]",₹30.02 crore [3]
A Gentleman,https://wikipedia.org/wiki/A_Gentleman,Raj & D.K.,Fox Star Studios,,Sidharth MalhotraJacqueline FernandezDarshan KumaarSuniel ShettyHussain Dalal,Sachin–Jigar,₹70 crores[1],₹38.3 crores[2]
Anjaana Anjaani,https://wikipedia.org/wiki/Anjaana_Anjaani,Siddharth Anand,Sajid Nadiadwala,Advaita KalaSiddharth Anand,"Priyanka Chopra
Ranbir Kapoor",Score:Salim–SulaimanSongs:Vishal–Shekhar,₹38 crore[2],₹69.85 crore[3]
MSG the Warrior: Lion Heart,https://wikipedia.org/wiki/MSG_The_Warrior:_Lion_Heart,,,,,,,
Pyaasa,https://wikipedia.org/wiki/Pyaasa,Guru Dutt,Guru Dutt,Abrar Alvi,"Guru Dutt
Mala Sinha
Waheeda Rehman
Rehman
Johnny Walker",S. D. Burman,,₹29 million[3]
Jannat: In Search of Heaven,https://wikipedia.org/wiki/Jannat:_In_Search_of_Heaven,,,,,,,
Tikli and Laxmi Bomb,https://wikipedia.org/wiki/Tikli_and_Laxmi_Bomb,Aditya Kripalani,,Aditya Kripalani,,Laxmi BombMarcus CorbettDhanashree GanatraAkshay GidwaniAditya KripalaniGanesh Talkies,,
Khufiya,https://wikipedia.org/wiki/Khufiya,Vishal Bhardwaj,Vishal BhardwajRekha Bhardwaj,Rohan NarulaVishal Bhardwaj,TabuAli FazalWamiqa GabbiAzmeri Haque Badhon,Vishal Bhardwaj,,
Anjaam,https://wikipedia.org/wiki/Anjaam_(1994_film),Rahul Rawail,Maharukh JohkiRita Rawail,Rumi Jaffery,Madhuri DixitShah Rukh Khan,Anand–Milind,₹2.65 crore[1],est.₹9.66 crore[1]
Lipstick Under My Burkha,https://wikipedia.org/wiki/Lipstick_Under_My_Burkha,Alankrita Shrivastava,Prakash JhaJB Angels,,"Ratna Pathak
Konkona Sen Sharma
Aahana Kumra
Plabita Borthakur",Zebunnisa BangashMangesh Dhakde (score),₹6 Crore[1],₹26.68Crore[2]
Ek Main Aur Ekk Tu,https://wikipedia.org/wiki/Ek_Main_Aur_Ekk_Tu,Shakun Batra,Hiroo Yash JoharKaran JoharRonnie Screwvala,Ayesha DevitreShakun Batra,"Imran Khan
Kareena Kapoor
Ratna Pathak Shah
Boman Irani
Ram Kapoor",Songs:Amit TrivediScore:Clinton Cerejo[1],₹360 million (US$4.3 million)[3],₹721 million (US$8.6 million)[4]
Pari,https://wikipedia.org/wiki/Pari_(film),,,,,,,
Any Body Can Dance 2,https://wikipedia.org/wiki/ABCD_2,Remo D'Souza,Siddharth Roy Kapur,Dialogues and Lyrics:Mayur PuriScreenplay:Remo D'SouzaTushar Hiranandani,Prabhu DevaVarun DhawanShraddha KapoorSushant PujariLauren GottliebRaghav JuyalPunit PathakDharmesh Yelande,Sachin–Jigar,₹50 crore[1],est. ₹167 crore[1]
Ram Gopal Varma Ki Aag,https://wikipedia.org/wiki/Ram_Gopal_Varma_Ki_Aag,Ram Gopal Varma,Ram Gopal Varma,Sajid-Farhad,MohanlalAmitabh BacchanAjay DevgnSushmita Sen,Songs:Ganesh HegdePrasanna ShekharAmar MohileScore:Amar Mohile,₹210 million,₹227.3 million
Chamatkar,https://wikipedia.org/wiki/Chamatkar,Rajiv Mehra,Parvesh C. Mehra,Dialogues:LilliputScreenplay:Shaukat BaigRajiv Mehra,Naseeruddin ShahShah Rukh KhanUrmila MatondkarShammi Kapoor,Songs:  Anu Malik  Score:  Vanraj Bhatia,,
All the Best: Fun Begins,https://wikipedia.org/wiki/All_the_Best:_Fun_Begins,Rohit Shetty,Ajay Devgn,Screenplay:Robin BhattYunus SajawalDialogues:Farhad-SajidBunty Rathore,Ajay Devgn Sanjay Dutt Fardeen Khan Bipasha BasuMugdha Godse,Songs: Pritam Background Score: Sanjoy Chowdhury,₹41 crore[1],₹61 crore[1]
Page 3,https://wikipedia.org/wiki/Page_3_(film),"Madhur Bhandarkar, Jay Dev Banerjee",Bobby PushkarnaKavita Pushkarna,,Konkona Sen SharmaAtul KulkarniBoman Irani,Songs:Virgin EmiShamir TandonBackground Score:Raju Singh,,
Masti,https://wikipedia.org/wiki/Masti,,,,,,,
Action Replayy,https://wikipedia.org/wiki/Action_Replayy,Vipul Amrutlal Shah,Vipul Amrutlal Shah,Suresh NairAatish Kapadia,Akshay KumarAishwarya Rai BachchanNeha Dhupia  Aditya Roy Kapur  Rannvijay Singh,Songs:Pritam Background Score:Salim–Sulaiman,₹ 600 million[1],₹ 480 million[2]
Ishq Vishk Rebound,https://wikipedia.org/wiki/Ishq_Vishk_Rebound,Nipun Dharmadhikari,Ramesh TauraniJaya Taurani,Dr. Vinay ChhawalVaishali NaikKetan PedgaonkarAkarsh KhuranaNipun Dharmadhikari,Rohit SarafPashmina RoshanJibraan KhanNaila Grrewal,Songs:Rochak KohliBadshahHitenScore:Ketan Sodha,,est. ₹6.02 crore [2]
Judwaa,https://wikipedia.org/wiki/Judwaa,David Dhawan,Sajid Nadiadwala,Rumi Jaffery,Salman KhanKarisma KapoorRambhaShakti KapoorKader KhanDalip TahilAnupam KherDeepak ShirkeMukesh RishiSatish Shah,Anu Malik  Koti (Background score),₹6.25 crore[1],₹24.28 crore[1]
Jalsa,https://wikipedia.org/wiki/Jalsa_(film),Trivikram Srinivas,Allu Aravind,Trivikram Srinivas,Pawan KalyanIleana D'CruzParvati MeltonKamalinee Mukerji,Devi Sri Prasad,,
Mental Hai Kya,https://wikipedia.org/wiki/Mental_Hai_Kya,Prakash Kovelamudi,Ekta KapoorShobha KapoorShailesh R Singh,,Kangana RanautRajkummar Rao,Songs:Arjuna HarjaiRachita AroraTanishk BagchiDaniel B. GeorgeScore:Daniel B. George,₹29–50 crore [4][5][6],est. ₹44.92 crore[7][8]
Atithi Tum Kab Jaoge?,https://wikipedia.org/wiki/Atithi_Tum_Kab_Jaoge%3F,Ashwni Dhir,Amita Pathak,,Ajay DevgnParesh RawalKonkona Sen Sharma,Songs:Amit MishraPritam ChakrabortyBackground Score:Sanjoy Chowdhury,₹150 million,₹390 million[1]
Hamari Adhuri Kahani,https://wikipedia.org/wiki/Hamari_Adhuri_Kahani,Mohit Suri,"Mahesh Bhatt
Mukesh Bhatt","Mahesh Bhatt
Shagufta Rafiq (dialogue)","Emraan Hashmi
Vidya Balan
Rajkummar Rao
Madhurima Tuli","Songs:
Mithoon
Jeet Gannguli
Ami Mishra
Zubeen Garg
Background Score:
Raju Singh",₹35 crore (US$4.2 million)[2][3],est. ₹58 crore (US$6.9 million)[4]
The Great Indian Family,https://wikipedia.org/wiki/The_Great_Indian_Family,Vijay Krishna Acharya,Aditya Chopra,Vijay Krishna Acharya,Vicky KaushalManushi ChhillarManoj PahwaKumud Mishra,Songs:Pritam ChakrabortyBackground Score: Kingshuk ChakravartyAdditional Score:Julius Packiam,₹40 crores[2],₹5.65 crores[3]
R... Rajkumar,https://wikipedia.org/wiki/R..._Rajkumar,Prabhu Deva,Viki Rajani Sunil Lulla,Story:Prabhu DevaScreenplay: Sunil Kumar AgrawalRavi S. SundaramDialogues: Shiraz Ahmed,Shahid Kapoor  Sonakshi Sinha  Sonu Sood,Songs:PritamScore: Sandeep Chowta,₹38 crore,₹100.21 crore[1]
Welcome Back,https://wikipedia.org/wiki/Welcome_Back,,,,,,,
Hunterrr,https://wikipedia.org/wiki/Hunterrr,Harshavardhan Kulkarni,Kirti NakhwaRohit ChuganiKetan MaruVikas BahlVikramaditya MotwaneAnurag Kashyap,Harshavardhan Kulkarni,"Gulshan Devaiah
Radhika Apte
Sai Tamhankar
Veera Saxena",Songs:Khamosh ShahScore:Hitesh Sonik,₹3 crore[2],₹11.2 crore[3]
Bluffmaster!,https://wikipedia.org/wiki/Bluffmaster!,Rohan Sippy,Ramesh Sippy,Shridhar Raghavan,Abhishek BachchanRitesh DeshmukhPriyanka ChopraSanjay MishraBoman IraniNana Patekar,Songs:Vishal–ShekharTrickbabySameer UddinBackground Score:Sameer Uddin,₹10 crore[1],₹32.7 crore[1]
Grand Masti,https://wikipedia.org/wiki/Grand_Masti,Indra Kumar,Ashok ThakeriaIndra Kumar,Milap ZaveriTushar Hiranandani,Riteish DeshmukhVivek OberoiAftab ShivdasaniSonalee Kulkarni Karishma TannaManjari Fadnis,"Anand Raj AnandSanjeev DarshanKumaar
Shekhar Ravjiani (background score)",₹34 crore(US$4.2 million),₹151.24 crore(US$21 million)
Kanjoos Makhichoos,https://wikipedia.org/wiki/Kanjoos_Makhichoos,Vipul Mehta,Deepak MukutSrishti SharmaKushagra Sharma,Vipul Mehta,"Kunal Khemu
Shweta Tripathi
Piyush Mishra
Alka Amin
Rajiv Gupta
Raju Srivastava",Songs:Sachin–JigarGuest Composition:Shabbir AhmedBackground Score:Rachita Arora,,
Gangster,https://wikipedia.org/wiki/Gangster_(2006_film),Anurag Basu,Mahesh BhattMukesh Bhatt,,Kangana RanautEmraan HashmiShiney AhujaGulshan Grover,Songs:PritamScore:Raju Singh,₹6.5 crore[1],₹17.93 crore[1]
Mr. & Mrs. Khiladi,https://wikipedia.org/wiki/Mr._&_Mrs._Khiladi,,,,,,,
Indoo Ki Jawani,https://wikipedia.org/wiki/Indoo_Ki_Jawani,Abir Sengupta,Bhushan KumarDivya Khosla KumarKrishan KumarNikkhil Advani Aman SirMonisha AdvaniMadhu BhojwaniNiranjan IyengarRyan Stephen,Abir Sengupta,Kiara AdvaniAditya SealMallika Dua,Neel Adhikari,,₹1.52 crore[3]
Yaara,https://wikipedia.org/wiki/Yaara_(2020_film),,,,,,,
Hungama 2,https://wikipedia.org/wiki/Hungama_2,Priyadarshan,Ratan JainGanesh JainChetan JainArmaan Ventures,,Paresh RawalShilpa ShettyMeezaan JafriPranitha Subhash,Songs:Anu MalikBackground Score:Ronnie Raphael,,
Mumbai Meri Jaan,https://wikipedia.org/wiki/Mumbai_Meri_Jaan,Nishikanth Kamath,Ronnie Screwvala,Yogesh Vinayak JoshiUpendra Sidhaye,R. MadhavanIrfan KhanSoha Ali KhanKay Kay MenonParesh Rawal,Sameer Phaterperkar  (songs and score),₹3.50 crore[2],₹5.02 crore[2]
7 Khoon Maaf,https://wikipedia.org/wiki/7_Khoon_Maaf,Vishal Bhardwaj,Ronnie ScrewvalaVishal Bhardwaj,,Priyanka Chopra,Vishal Bhardwaj,₹15 crore (US$1.8 million)[2],₹33 crore (US$4.0 million)[3]
Dasvidaniya,https://wikipedia.org/wiki/Dasvidaniya,Shashant Shah,Guneet Monga  Vinay Pathak  Azam Khan,Arshad Syed,Vinay PathakSarita Joshi Neha DhupiaRajat Kapoor Brijendra Kala,Kailash Kher,₹ 1 million,₹ 18.7 million
Siya,https://wikipedia.org/wiki/Siya_(film),Manish Mundra,Raghav Gupta,Manish MundraHaider RizviSamah,Pooja PandeyVineet Kumar SinghAmbrish Kumar SaxenaRudra Chaudhary,Songs:Rajarshi SanyalScore:Neel Adhikari,,
Main Khiladi Tu Anari,https://wikipedia.org/wiki/Main_Khiladi_Tu_Anari,Sameer Malkan,Champak Jain,,Akshay KumarSaif Ali KhanShilpa ShettyRageshwariShakti KapoorKader Khan,Anu Malik,₹3.25 crore[1],₹13.84 crore[1]
Desh Drohi,https://wikipedia.org/wiki/Desh_Drohi,,,,,,,
Trial Period,https://wikipedia.org/wiki/Trial_Period,Aleya Sen,"Jyoti Deshpande
Hemant Bhandari
Amit Ravindernath Sharma
Aleya Sen",Dialogues:Aleya SenAkshat Trivedi,"Genelia Deshmukh
Manav Kaul
Gajraj Rao
Shakti Kapoor
Sheeba Chadha
Swaroopa Ghosh
Barun Chanda
Zidane Braz","Songs:
Shantanu Moitra
Arko Pravo Mukherjee
Mago and Mayank
Kaushik-Guddu
Zia
Prachotosh Bhowmick
Score:Anupam Roy",,
Fukrey Returns,https://wikipedia.org/wiki/Fukrey_Returns,Mrighdeep Singh Lamba,Farhan AkhtarRitesh Sidhwani,Vipul VigMrighdeep Singh Lamba,Pulkit SamratManjot SinghAli FazalVarun SharmaPriya AnandVishakha SinghPankaj TripathiRajiv GuptaRicha Chadda,Songs:Shaarib-ToshiSumeet BellaryPrem-HardeepJasleen RoyalGulraj SinghShree DIshq BectorScore:Sameeruddin,₹22 crore[1],₹112.30 crore[2]
Bombay Velvet,https://wikipedia.org/wiki/Bombay_Velvet,Anurag Kashyap,Vikas BahlVikramaditya Motwane,Vasan BalaGyan PrakashAnurag Kashyap S.Thanikachalam,Ranbir KapoorAnushka SharmaKaran JoharKay Kay Menon,Amit Trivedi,₹118 crore[2],₹43.13 crore[3]
Bhoothnath Returns,https://wikipedia.org/wiki/Bhoothnath_Returns,Nitesh Tiwari,Bhushan KumarKrishan KumarRenu Ravi Chopra,Story and Script:Nitesh TiwariPiyush GuptaAdditional Script:Shreyas JainNikhil Mehrotra,Amitabh BachchanParth BhaleraoBoman IraniUsha JadhavSanjay MishraBrijendra KalaUsha Nadkarni,Songs:Ram SampathYo Yo Honey SinghPalash MuchhalMeet Bros AnjjanBackground Score:Hitesh Sonik,₹40 crore[1],₹153 crore[2]
Ajeeb Daastaans,https://wikipedia.org/wiki/Ajeeb_Daastaans,"Shashank Khaitan
Raj Mehta
Neeraj Ghaywan
Kayoze Irani","Karan Johar
Apoorva Mehta","Shashank Khaitan
Sumit Saxena
Neeraj Ghaywan
Uzma Khan",,"John Stewart Eduri
Alokananda Dasgupta
Shailendra Barve",,
Shaandaar,https://wikipedia.org/wiki/Shaandaar,,,,,,,
Farrey,https://wikipedia.org/wiki/Farrey,Soumendra Padhi,"Atul Agnihotri
Alvira Khan
Sunir Kheterpal
Nikhil Namit
Y. Ravi Shankar
Naveen Yerneni
Salman Khan",Soumendra PadhiAbhishek Yadav Jeetendra Nath Jeetu,"Alizeh Agnihotri
Ronit Roy
Sahil Mehta
Zeyn Shaw.
Mr Ishan Jack
Prasanna Bisht",Score:Sidhant MathurSongs:Sachin–Jigar,,₹2.25 crore[1]
Jogi,https://wikipedia.org/wiki/Jogi_(2022_film),Ali Abbas Zafar,Ali Abbas ZafarHimanshu Kishan Mehra,"Sukhmani Sadana
Ali Abbas Zafar","Diljit Dosanjh
Amyra Dastur
Hiten Tejwani
Mohammed Zeeshan Ayyub",Julius Packiam,,
Kis Kisko Pyaar Karoon,https://wikipedia.org/wiki/Kis_Kisko_Pyaar_Karoon,Abbas–Mustan,Ganesh JainRatan JainAbbas–Mustan,Anukalp GoswamiDheeraj Sarna,"Kapil Sharma
Arbaaz Khan
Sai Lokur
Manjari Fadnis
Elli Avram
Simran Kaur Mundi
Varun Sharma",Songs:Tanishk BagchiDr. ZeusJaved - MohsinAmjad-NadeemBackground Score:Salil Amrute,₹16 crore[1],₹71.60 crore[2]
Thank You,https://wikipedia.org/wiki/Thank_You_(2011_film),Anees Bazmee,Ronnie ScrewvalaTwinkle Khanna,Anees BazmeeRajan AggarwalNisar AkhtarRajiv KaulIkram Akhtar,Akshay KumarBobby DeolSuniel ShettyIrrfan KhanSonam KapoorRimi SenCelina Jaitly,Songs:PritamScore:Sandeep Shirodkar,₹47 crore[1],₹72 crore[2]
Matru Ki Bijlee Ka Mandola,https://wikipedia.org/wiki/Matru_Ki_Bijlee_Ka_Mandola,Vishal Bhardwaj,Fox Star StudiosVishal Bhardwaj,Story and Screenplay:Vishal BhardwajAbhishek ChaubeyDialogues:Vishal Bhardwaj,Pankaj KapurImran KhanAnushka SharmaShabana Azmi,Vishal Bhardwaj,₹45 crore (US$5.4 million)[1][2],₹31.15 crore (US$3.7 million) (Domestic gross)[1]
Ki & Ka,https://wikipedia.org/wiki/Ki_&_Ka,R. Balki,R. BalkiR. K. DamaniRakesh JhunjhunwalaSunil Lulla,R. Balki,Kareena Kapoor KhanArjun Kapoor,Songs:IlaiyaraajaMeet BrosMithoonYo Yo Honey SinghBackground Score:Ilaiyaraaja,,₹100.33 crore[2](worldwide gross)
Mujhse Dosti Karoge!,https://wikipedia.org/wiki/Mujhse_Dosti_Karoge!,Kunal Kohli,Yash Chopra,"Aditya Chopra
Kunal Kohli","Hrithik Roshan
Rani Mukerji
Kareena Kapoor",Rahul Sharma,₹120 million[1],₹336.1 million[1]
Biwi No. 1,https://wikipedia.org/wiki/Biwi_No._1,,,,,,,
Khiladiyon Ka Khiladi,https://wikipedia.org/wiki/Khiladiyon_Ka_Khiladi,Umesh Mehra,Keshu Ramsay,Umesh MehraAnand S. Vardhan,Rekha Akshay KumarRaveena TandonBrian AdamsGulshan Grover,Songs:Anu MalikBackground Score:Raju Singh,₹6.75 crore[1],₹25.15 crore[1]
Vadh,https://wikipedia.org/wiki/Vadh_(film),,,,,,,
Chhorii,https://wikipedia.org/wiki/Chhorii,Vishal Furia,Bhushan KumarKrishan KumarVikram MalhotraJack DavisShikhaa SharmaShiv Chanana,Vishal FuriaVishal Kapoor,Nushrratt Bharuccha,Ketan Sodha,,
Romeo Akbar Walter,https://wikipedia.org/wiki/Romeo_Akbar_Walter,Robbie Grewal,Dheeraj WadhawanAjay KapoorVanessa WaliaGary GrewalAjit Andhare,Robbie GrewalIshraq EbaShreyansh Pandey,John AbrahamMouni RoyJackie ShroffSikandar Kher,Score:Amar MohileHitesh SonikRochak KohliClinton CerejoSongs:Ankit TiwariSohail SenShabbir AhmedRaaj Aashoo,₹35 crore[2][3],est. ₹53.48 crore[4]
Dor,https://wikipedia.org/wiki/Dor_(film),Nagesh Kukunoor,Elahe Hiptoola,Nagesh KukunoorMir Ali Hussain (dialogues),Ayesha TakiaGul PanagShreyas TalpadeGirish KarnadUttara BaokarPrateeksha Lonkar,Salim–Sulaiman,,
Hum Hai Rahi Pyar Ke,https://wikipedia.org/wiki/Hum_Hai_Rahi_Pyar_Ke,,,,,,,
The Conversion,https://wikipedia.org/wiki/The_Conversion,,,,,,,
Ramprasad Ki Tehrvi,https://wikipedia.org/wiki/Ramprasad_Ki_Tehrvi,Seema Pahwa,Jio StudiosDrishyam Films[1],Seema Pahwa,Naseeruddin ShahVinay PathakVikrant MasseyKonkona Sen SharmaVineet KumarManoj PahwaParambrata ChattopadhyaySupriya PathakDeepika AminNinad Kamat,Sagar Desai,,0.27 Crore[4]
"LSD: Love, Sex Aur Dhokha","https://wikipedia.org/wiki/LSD:_Love,_Sex_Aur_Dhokha",,,,,,,
Lost,https://wikipedia.org/wiki/Lost_(2023_film),Aniruddha Roy Chowdhury,Sam Fernandes,Shyamal Sengupta Ritesh Shah,"Yami Gautam
Pankaj Kapur
Rahul Khanna
Neil Bhoopalam
Pia Bajpiee
Tushar Pandey",Shantanu Moitra,,
Batti Gul Meter Chalu,https://wikipedia.org/wiki/Batti_Gul_Meter_Chalu,Shree Narayan Singh,Bhushan KumarKrishan KumarNitin ChandrachudShree Narayan SinghKusum AroraPrerna AroraNishant Pitti,,Shahid Kapoor Shraddha KapoorYami GautamDivyendu Sharma,Score:Vijay VermaAnamik & LytonSongs:Anu MalikRochak KohliSachet–Parampara,,est. ₹56 crore[1]
Crakk - Jeethegaa Toh Jiyegaa!,https://wikipedia.org/wiki/Crakk_-_Jeethegaa_Toh_Jiyegaa!,,,,,,,
Daawat-e-Ishq,https://wikipedia.org/wiki/Daawat-e-Ishq,Habib Faisal,Aditya Chopra,Habib FaisalJyoti Kapoor,Parineeti ChopraAditya Roy KapurAnupam Kher,Songs:Sajid–WajidScore:Hitesh Modak,₹32 crore[4],est. ₹35.58 crore[5]
Parched,https://wikipedia.org/wiki/Parched_(film),,,,,,,
Blind,https://wikipedia.org/wiki/Blind_(2023_film),Shome Makhija,Sujoy GhoshAvishek GhoshHyunwoo Thomas KimSachin NaharPinkesh NaharManish WJyoti Deshpande,,Sonam KapoorPurab KohliVinay PathakLillete Dubey,Clinton CerejoBrianca Gomes,,
Bazaar,https://wikipedia.org/wiki/Bazaar_(2018_film),Gauravv K. Chawla,Nikhil AdvaniViacom18 Motion PicturesKyta ProductionsEmmay EntertainmentB4U Movies,Story and Screenplay:Parveez SheikhDialogues and Additional Screenplay:Aseem Arora,Saif Ali KhanRohan Vinod MehraRadhika ApteChitrangada SinghDenzil Smith,Songs:Tanishk BagchiYo Yo Honey SinghKanika KapoorSohail SenBilal SaeedScore:John Stewart Eduri,,
Panipat,https://wikipedia.org/wiki/Panipat_(2019_film),,,,,,,
Kismat Konnection,https://wikipedia.org/wiki/Kismat_Konnection,Aziz Mirza,Ramesh S. TauraniKumar S. Taurani,,Shahid KapoorVidya BalanJuhi ChawlaOm PuriBoman IraniVishal MalhotraKaranvir BohraSatyanand Gaitonde,Songs:PritamGuest Composition:Sajid–WajidBackground Score:Sanjoy Chowdhury,,
